ts,embb_rate,urllc_rate,mmtc_rate,action,layer,reason,embb_bps,embb_ewma,embb_slope,urllc_rtt,predicted_urllc_rtt
2025-12-25T19:05:06.240123Z,10mbit,10mbit,800kbit,none,,,15040,15372,2421,0.289,6.225
2025-12-25T19:05:06.738402Z,10mbit,10mbit,800kbit,none,,,13440,14793,-273,0.282,5.378
2025-12-25T19:05:07.238994Z,10mbit,10mbit,800kbit,none,,,13840,14507,-1040,0.261,6.914
2025-12-25T19:05:07.738988Z,10mbit,10mbit,800kbit,none,,,13840,14306,-1208,0.226,8.504
2025-12-25T19:05:08.238609Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,16272,14896,-476,0.160,7.440
2025-12-25T19:05:08.738393Z,10mbit,10mbit,800kbit,none,,,15440,15059,266,0.174,5.163
2025-12-25T19:05:09.238665Z,10mbit,10mbit,800kbit,none,,,13440,14573,66,0.175,7.591
2025-12-25T19:05:09.738768Z,10mbit,10mbit,800kbit,none,,,15440,14833,526,0.183,7.464
2025-12-25T19:05:10.238592Z,10mbit,10mbit,800kbit,none,,,15840,15135,239,0.183,6.630
2025-12-25T19:05:10.739207Z,10mbit,10mbit,800kbit,none,,,15040,15106,47,0.186,6.768
2025-12-25T19:05:11.238235Z,10mbit,10mbit,800kbit,none,,,15040,15086,513,0.518,7.824
2025-12-25T19:05:11.738811Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15192,359,0.498,6.916
2025-12-25T19:05:12.241193Z,10mbit,10mbit,800kbit,none,,,15040,15146,11,0.498,6.246
2025-12-25T19:05:12.828835Z,10mbit,10mbit,800kbit,none,,,13840,14754,-352,0.493,7.610
2025-12-25T19:05:13.241451Z,10mbit,10mbit,800kbit,none,,,11120,13664,-1422,0.489,7.733
2025-12-25T19:05:13.738736Z,10mbit,10mbit,800kbit,none,,,19360,15373,180,0.477,5.009
2025-12-25T19:05:14.240233Z,10mbit,10mbit,800kbit,none,,,13840,14913,-233,0.477,6.875
2025-12-25T19:05:14.739176Z,10mbit,10mbit,800kbit,none,,,15840,15191,436,1.158,8.998
2025-12-25T19:05:15.239152Z,10mbit,10mbit,800kbit,none,,,14192,14891,1227,1.155,6.619
2025-12-25T19:05:15.738327Z,10mbit,10mbit,800kbit,none,,,15872,15185,-187,1.161,6.342
2025-12-25T19:05:16.238290Z,10mbit,10mbit,800kbit,none,,,10720,13845,-1067,1.161,7.113
2025-12-25T19:05:16.738744Z,10mbit,10mbit,800kbit,none,,,19344,15495,304,1.172,8.405
2025-12-25T19:05:17.240562Z,10mbit,10mbit,800kbit,none,,,15840,15598,707,1.176,7.515
2025-12-25T19:05:17.739094Z,10mbit,10mbit,800kbit,none,,,15440,15551,365,0.194,7.040
2025-12-25T19:05:18.239206Z,10mbit,10mbit,800kbit,none,,,15440,15517,1671,0.194,7.900
2025-12-25T19:05:18.738740Z,10mbit,10mbit,800kbit,none,,,11840,14414,-1080,0.191,6.915
2025-12-25T19:05:19.240975Z,10mbit,10mbit,800kbit,none,,,13840,14242,-1356,0.191,7.093
2025-12-25T19:05:19.739085Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,14601,-949,0.207,6.652
2025-12-25T19:05:20.239122Z,10mbit,10mbit,800kbit,none,,,11120,13557,-1960,0.189,9.387
2025-12-25T19:05:20.738764Z,10mbit,10mbit,800kbit,none,,,14912,13963,-450,0.212,5.539
2025-12-25T19:05:21.240384Z,10mbit,10mbit,800kbit,none,,,15440,14406,164,0.209,6.108
2025-12-25T19:05:21.828743Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,14716,115,0.215,7.376
2025-12-25T19:05:22.240294Z,10mbit,10mbit,800kbit,none,,,8880,12965,-591,0.198,7.822
2025-12-25T19:05:22.738400Z,10mbit,10mbit,800kbit,none,,,20000,15075,1112,0.220,5.565
2025-12-25T19:05:23.238997Z,10mbit,10mbit,800kbit,none,,,8880,13217,-1189,0.570,6.102
2025-12-25T19:05:23.738765Z,10mbit,10mbit,800kbit,none,,,20000,15251,535,0.553,7.280
2025-12-25T19:05:24.239482Z,10mbit,10mbit,800kbit,none,,,13440,14708,1742,0.553,7.112
2025-12-25T19:05:24.738442Z,10mbit,10mbit,800kbit,none,,,13840,14447,-628,0.569,6.825
2025-12-25T19:05:25.240055Z,10mbit,10mbit,800kbit,none,,,14640,14505,1288,0.572,4.211
2025-12-25T19:05:25.828830Z,10mbit,10mbit,800kbit,none,,,15440,14785,-466,0.555,6.492
2025-12-25T19:05:26.239713Z,10mbit,10mbit,800kbit,none,,,15440,14982,273,0.194,6.753
2025-12-25T19:05:26.738796Z,10mbit,10mbit,800kbit,none,,,15440,15119,671,0.219,5.848
2025-12-25T19:05:27.238763Z,10mbit,10mbit,800kbit,none,,,15440,15215,710,0.194,6.497
2025-12-25T19:05:27.738938Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,15402,617,0.196,5.501
2025-12-25T19:05:28.240256Z,10mbit,10mbit,800kbit,none,,,16272,15663,681,0.202,7.119
2025-12-25T19:05:28.738707Z,10mbit,10mbit,800kbit,none,,,15840,15716,597,0.553,6.811
2025-12-25T19:05:29.240526Z,10mbit,10mbit,800kbit,none,,,15440,15633,417,0.519,7.636
2025-12-25T19:05:29.738288Z,10mbit,10mbit,800kbit,none,,,15040,15455,52,0.528,6.177
2025-12-25T19:05:30.239008Z,10mbit,10mbit,800kbit,none,,,11120,14154,-1508,0.624,7.951
2025-12-25T19:05:30.739009Z,10mbit,10mbit,800kbit,none,,,18960,15596,-120,0.625,6.690
2025-12-25T19:05:31.239025Z,10mbit,10mbit,800kbit,none,,,15040,15429,-204,0.625,7.572
2025-12-25T19:05:31.848162Z,10mbit,10mbit,800kbit,none,,,15840,15552,97,0.271,8.251
2025-12-25T19:05:32.239988Z,10mbit,10mbit,800kbit,none,,,8480,13430,-724,0.268,6.981
2025-12-25T19:05:32.739123Z,10mbit,10mbit,800kbit,bump_mmtc,reactive,loss,20960,15689,93,0.283,5.613
2025-12-25T19:05:33.238791Z,10mbit,10mbit,800kbit,none,,,15840,15734,305,0.178,7.573
2025-12-25T19:05:33.739092Z,10mbit,10mbit,800kbit,none,,,15840,15766,213,0.178,10.745
2025-12-25T19:05:34.238400Z,10mbit,10mbit,800kbit,none,,,15440,15668,2237,0.187,7.100
2025-12-25T19:05:34.738767Z,10mbit,10mbit,800kbit,none,,,15840,15719,30,0.187,4.595
2025-12-25T19:05:35.238829Z,10mbit,10mbit,800kbit,none,,,15040,15515,-218,0.187,7.289
2025-12-25T19:05:35.738434Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15440,15493,-273,3.788,9.327
2025-12-25T19:05:36.240286Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15440,15477,-191,3.765,7.692
2025-12-25T19:05:36.738724Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15840,15586,-133,3.782,5.303
2025-12-25T19:05:37.238249Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,13440,14942,-573,3.775,9.144
2025-12-25T19:05:37.738901Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15440,15091,-401,3.766,9.344
2025-12-25T19:05:38.240659Z,25mbit,10mbit,800kbit,none,,,13760,14692,-785,0.177,7.906
2025-12-25T19:05:38.738385Z,25mbit,10mbit,800kbit,none,,,16720,15300,-285,0.187,8.407
2025-12-25T19:05:39.238861Z,25mbit,10mbit,800kbit,none,,,13440,14742,-199,0.194,8.976
2025-12-25T19:05:39.858816Z,25mbit,10mbit,800kbit,none,,,15440,14951,-139,0.305,8.783
2025-12-25T19:05:40.239572Z,25mbit,10mbit,800kbit,none,,,15440,15098,406,0.305,7.360
2025-12-25T19:05:40.739231Z,25mbit,10mbit,800kbit,none,,,15440,15200,-99,0.319,9.159
2025-12-25T19:05:41.238630Z,25mbit,10mbit,800kbit,none,,,15840,15392,650,0.319,8.401
2025-12-25T19:05:41.738729Z,25mbit,10mbit,800kbit,none,,,13840,14926,-24,0.319,7.797
2025-12-25T19:05:42.239334Z,25mbit,10mbit,800kbit,none,,,8480,12992,-2105,0.319,7.704
2025-12-25T19:05:42.738248Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,21360,15502,302,0.319,5.499
2025-12-25T19:05:43.240035Z,25mbit,10mbit,800kbit,none,,,13440,14884,-508,0.319,8.344
2025-12-25T19:05:43.738789Z,25mbit,10mbit,800kbit,none,,,13840,14570,-355,0.300,8.497
2025-12-25T19:05:44.239577Z,25mbit,10mbit,800kbit,none,,,15440,14831,1838,0.185,5.366
2025-12-25T19:05:44.738369Z,25mbit,10mbit,800kbit,none,,,15040,14894,-608,0.193,4.962
2025-12-25T19:05:45.239954Z,25mbit,10mbit,800kbit,none,,,7520,12681,-2202,0.193,7.084
2025-12-25T19:05:45.739012Z,25mbit,10mbit,800kbit,none,,,21360,15285,714,0.194,6.990
2025-12-25T19:05:46.240218Z,25mbit,10mbit,800kbit,none,,,15440,15331,500,0.841,6.073
2025-12-25T19:05:46.738737Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15364,470,0.838,5.517
2025-12-25T19:05:47.238723Z,25mbit,10mbit,800kbit,none,,,15040,15266,2585,0.850,6.751
2025-12-25T19:05:47.738819Z,25mbit,10mbit,800kbit,none,,,15840,15438,153,0.832,5.793
2025-12-25T19:05:48.238620Z,25mbit,10mbit,800kbit,none,,,15440,15439,107,1.026,5.670
2025-12-25T19:05:48.738878Z,25mbit,10mbit,800kbit,none,,,15040,15319,-44,0.404,7.806
2025-12-25T19:05:49.238955Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14755,-511,0.401,8.261
2025-12-25T19:05:49.738843Z,25mbit,10mbit,800kbit,none,,,15440,14960,-477,0.387,4.661
2025-12-25T19:05:50.240072Z,25mbit,10mbit,800kbit,none,,,15840,15224,-214,0.383,7.290
2025-12-25T19:05:50.828982Z,25mbit,10mbit,800kbit,none,,,15040,15169,-150,0.383,8.594
2025-12-25T19:05:51.238348Z,25mbit,10mbit,800kbit,none,,,13552,14684,-71,0.217,7.242
2025-12-25T19:05:51.738244Z,25mbit,10mbit,800kbit,none,,,17520,15534,573,0.186,5.911
2025-12-25T19:05:52.239919Z,25mbit,10mbit,800kbit,none,,,16272,15755,531,0.186,7.985
2025-12-25T19:05:52.838721Z,25mbit,10mbit,800kbit,none,,,15040,15541,371,0.186,8.194
2025-12-25T19:05:53.239082Z,25mbit,10mbit,800kbit,none,,,11120,14214,-469,0.221,8.361
2025-12-25T19:05:53.738997Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,18960,15638,103,0.224,5.768
2025-12-25T19:05:54.240572Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,11520,14402,-1353,0.219,7.074
2025-12-25T19:05:54.828852Z,25mbit,10mbit,800kbit,none,,,18960,15770,228,0.187,8.693
2025-12-25T19:05:55.238310Z,25mbit,10mbit,800kbit,none,,,7520,13295,-919,0.187,6.996
2025-12-25T19:05:55.738240Z,25mbit,10mbit,800kbit,none,,,19712,15220,-418,0.182,6.585
2025-12-25T19:05:56.240503Z,25mbit,10mbit,800kbit,none,,,15440,15286,883,0.153,6.151
2025-12-25T19:05:56.828839Z,25mbit,10mbit,800kbit,none,,,15040,15212,-557,0.158,9.680
2025-12-25T19:05:57.238821Z,25mbit,10mbit,800kbit,none,,,13440,14680,1385,0.162,6.643
2025-12-25T19:05:57.738845Z,25mbit,10mbit,800kbit,none,,,16272,15158,-62,0.196,4.597
2025-12-25T19:05:58.238268Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14642,-643,0.198,7.062
2025-12-25T19:05:58.739100Z,25mbit,10mbit,800kbit,none,,,14272,14531,-680,0.200,7.105
2025-12-25T19:05:59.239553Z,25mbit,10mbit,800kbit,none,,,15440,14803,123,0.200,6.835
2025-12-25T19:05:59.848812Z,25mbit,10mbit,800kbit,none,,,15040,14874,-283,0.398,4.712
2025-12-25T19:06:00.238721Z,25mbit,10mbit,800kbit,none,,,7920,12788,-1854,0.405,7.291
2025-12-25T19:06:00.739034Z,25mbit,10mbit,800kbit,none,,,20960,15239,708,0.397,5.211
2025-12-25T19:06:01.238325Z,25mbit,10mbit,800kbit,none,,,15440,15299,495,0.419,7.256
2025-12-25T19:06:01.739254Z,25mbit,10mbit,800kbit,none,,,15872,15471,596,0.418,7.090
2025-12-25T19:06:02.239061Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14862,2073,0.221,7.103
2025-12-25T19:06:02.738329Z,25mbit,10mbit,800kbit,none,,,14672,14805,-434,0.217,5.317
2025-12-25T19:06:03.238577Z,25mbit,10mbit,800kbit,none,,,15040,14875,-424,0.192,5.857
2025-12-25T19:06:03.738410Z,25mbit,10mbit,800kbit,none,,,15440,15044,-426,0.188,8.423
2025-12-25T19:06:04.238368Z,25mbit,10mbit,800kbit,none,,,15840,15283,421,0.186,7.561
2025-12-25T19:06:04.739038Z,25mbit,10mbit,800kbit,none,,,15440,15330,525,0.197,4.847
2025-12-25T19:06:05.238680Z,25mbit,10mbit,800kbit,none,,,8560,13299,-1576,0.666,6.986
2025-12-25T19:06:05.848384Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,19520,15165,120,0.663,6.869
2025-12-25T19:06:06.238311Z,25mbit,10mbit,800kbit,none,,,8752,13241,-2041,0.663,7.207
2025-12-25T19:06:06.738255Z,25mbit,10mbit,800kbit,none,,,22560,16037,706,0.663,5.433
2025-12-25T19:06:07.241008Z,25mbit,10mbit,800kbit,none,,,15840,15977,2678,0.647,6.667
2025-12-25T19:06:07.738233Z,25mbit,10mbit,800kbit,none,,,15040,15696,531,0.658,8.682
2025-12-25T19:06:08.239019Z,25mbit,10mbit,800kbit,none,,,8752,13613,371,0.643,5.745
2025-12-25T19:06:08.739087Z,25mbit,10mbit,800kbit,none,,,22960,16417,380,0.184,5.014
2025-12-25T19:06:09.240420Z,25mbit,10mbit,800kbit,none,,,7520,13748,-2229,0.195,7.081
2025-12-25T19:06:09.738316Z,25mbit,10mbit,800kbit,none,,,21360,16031,335,0.206,7.738
2025-12-25T19:06:10.238470Z,25mbit,10mbit,800kbit,none,,,15040,15734,2120,0.206,6.101
2025-12-25T19:06:10.738296Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15040,15525,-891,3.774,5.021
2025-12-25T19:06:11.238574Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15040,15380,1632,3.774,5.397
2025-12-25T19:06:11.738859Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,15278,-753,3.817,7.594
2025-12-25T19:06:12.238776Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,7520,12950,-2783,3.817,5.561
2025-12-25T19:06:12.739003Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,23360,16073,547,3.813,3.523
2025-12-25T19:06:13.239296Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15040,15763,383,3.802,8.765
2025-12-25T19:06:13.738730Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15666,388,3.811,8.395
2025-12-25T19:06:14.238255Z,25mbit,10mbit,800kbit,mid_throttle,reactive,urllc warn,15440,15598,2647,3.811,6.724
2025-12-25T19:06:14.738795Z,25mbit,10mbit,800kbit,none,,,15040,15430,-642,0.229,6.170
2025-12-25T19:06:15.238741Z,25mbit,10mbit,800kbit,none,,,10992,14099,-1664,0.184,9.009
2025-12-25T19:06:15.739128Z,25mbit,10mbit,800kbit,none,,,15440,14501,-1164,0.180,7.637
2025-12-25T19:06:16.238400Z,25mbit,10mbit,800kbit,none,,,13840,14303,-1295,0.180,8.677
2025-12-25T19:06:16.738784Z,25mbit,10mbit,800kbit,none,,,13840,14164,-1266,0.180,5.862
2025-12-25T19:06:17.239969Z,25mbit,10mbit,800kbit,none,,,14640,14306,207,0.181,9.056
2025-12-25T19:06:17.838478Z,25mbit,10mbit,800kbit,none,,,13840,14166,-334,0.170,7.152
2025-12-25T19:06:18.240010Z,25mbit,10mbit,800kbit,none,,,11840,13468,-834,0.178,7.273
2025-12-25T19:06:18.739097Z,25mbit,10mbit,800kbit,none,,,13440,13460,-703,0.198,6.291
2025-12-25T19:06:19.238359Z,25mbit,10mbit,800kbit,none,,,13440,13454,-852,0.199,8.418
2025-12-25T19:06:19.738721Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,13449,-716,0.219,5.678
2025-12-25T19:06:20.239087Z,25mbit,10mbit,800kbit,none,,,15440,14046,578,0.219,6.312
2025-12-25T19:06:20.738743Z,25mbit,10mbit,800kbit,none,,,15040,14344,884,0.235,6.541
2025-12-25T19:06:21.240248Z,25mbit,10mbit,800kbit,none,,,7520,12297,-1156,0.232,6.381
2025-12-25T19:06:21.739080Z,25mbit,10mbit,800kbit,none,,,22544,15371,1921,0.227,4.348
2025-12-25T19:06:22.238849Z,25mbit,10mbit,800kbit,none,,,15440,15391,1345,0.381,6.962
2025-12-25T19:06:22.738820Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15840,15526,1181,0.384,7.184
2025-12-25T19:06:23.240364Z,25mbit,10mbit,800kbit,none,,,12352,14574,2276,0.354,6.001
2025-12-25T19:06:23.738970Z,25mbit,10mbit,800kbit,none,,,18960,15889,518,0.359,5.498
2025-12-25T19:06:24.238969Z,25mbit,10mbit,800kbit,none,,,8880,13786,-1605,0.359,5.839
2025-12-25T19:06:24.739126Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,20832,15900,374,0.358,8.053
2025-12-25T19:06:25.238723Z,25mbit,10mbit,800kbit,none,,,5920,12906,-1667,0.280,6.312
2025-12-25T19:06:25.739144Z,25mbit,10mbit,800kbit,none,,,22560,15802,-87,0.265,4.727
2025-12-25T19:06:26.240367Z,25mbit,10mbit,800kbit,none,,,9520,13917,130,0.278,6.561
2025-12-25T19:06:26.838889Z,25mbit,10mbit,800kbit,none,,,16912,14815,-1084,0.278,9.133
2025-12-25T19:06:27.241245Z,25mbit,10mbit,800kbit,none,,,13440,14403,1496,0.272,4.848
2025-12-25T19:06:27.739221Z,25mbit,10mbit,800kbit,none,,,15040,14594,-1208,0.279,4.132
2025-12-25T19:06:28.239107Z,25mbit,10mbit,800kbit,none,,,7920,12591,-1325,0.193,6.409
2025-12-25T19:06:28.853145Z,25mbit,10mbit,800kbit,none,,,22960,15702,886,0.185,3.471
2025-12-25T19:06:29.238362Z,25mbit,10mbit,800kbit,none,,,15840,15743,1340,0.185,5.568
2025-12-25T19:06:29.738988Z,25mbit,10mbit,800kbit,none,,,15040,15532,938,0.195,5.600
2025-12-25T19:06:30.238294Z,25mbit,10mbit,800kbit,none,,,7520,13128,536,0.191,5.625
2025-12-25T19:06:30.739187Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,21280,15574,-128,0.193,2.562
2025-12-25T19:06:31.238290Z,25mbit,10mbit,800kbit,none,,,7920,13277,-2465,0.193,6.311
2025-12-25T19:06:31.739078Z,25mbit,10mbit,800kbit,none,,,19360,15102,-430,0.206,8.275
2025-12-25T19:06:32.238908Z,25mbit,10mbit,800kbit,none,,,7920,12947,-181,0.203,5.758
2025-12-25T19:06:32.739093Z,25mbit,10mbit,800kbit,none,,,22960,15951,377,0.209,2.802
2025-12-25T19:06:33.238313Z,25mbit,10mbit,800kbit,none,,,5920,12942,-335,0.303,5.120
2025-12-25T19:06:33.738740Z,25mbit,10mbit,800kbit,none,,,21760,15587,484,0.297,8.972
2025-12-25T19:06:34.238482Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,7920,13287,339,0.476,4.117
2025-12-25T19:06:34.739169Z,25mbit,10mbit,800kbit,none,,,22992,16198,247,0.484,3.934
2025-12-25T19:06:35.238332Z,25mbit,10mbit,800kbit,none,,,7920,13715,773,0.451,4.780
2025-12-25T19:06:35.738770Z,25mbit,10mbit,800kbit,none,,,23760,16728,1141,0.362,6.774
2025-12-25T19:06:36.239351Z,25mbit,10mbit,800kbit,none,,,7920,14085,798,0.362,3.593
2025-12-25T19:06:36.738772Z,25mbit,10mbit,800kbit,none,,,22560,16628,429,0.364,5.242
2025-12-25T19:06:37.241464Z,25mbit,10mbit,800kbit,none,,,13840,15791,2076,0.178,4.157
2025-12-25T19:06:37.738921Z,25mbit,10mbit,800kbit,none,,,16672,16055,-672,0.208,5.752
2025-12-25T19:06:38.240037Z,25mbit,10mbit,800kbit,none,,,13840,15391,1305,0.208,3.650
2025-12-25T19:06:38.738820Z,25mbit,10mbit,800kbit,none,,,13440,14805,-1822,0.233,3.733
2025-12-25T19:06:39.239017Z,25mbit,10mbit,800kbit,none,,,12592,14141,-1650,0.233,5.089
2025-12-25T19:06:39.738378Z,25mbit,10mbit,800kbit,none,,,13440,13931,-2124,0.235,3.979
2025-12-25T19:06:40.240208Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13840,13903,-1487,0.214,5.917
2025-12-25T19:06:40.738973Z,25mbit,10mbit,800kbit,none,,,13440,13764,-1041,0.231,4.059
2025-12-25T19:06:41.238827Z,25mbit,10mbit,800kbit,none,,,7920,12011,-2130,0.197,6.640
2025-12-25T19:06:41.739123Z,25mbit,10mbit,800kbit,none,,,20960,14695,764,0.211,2.650
2025-12-25T19:06:42.240406Z,25mbit,10mbit,800kbit,none,,,15440,14919,1015,0.208,7.399
2025-12-25T19:06:42.738863Z,25mbit,10mbit,800kbit,none,,,15040,14955,1190,0.213,7.405
2025-12-25T19:06:43.240179Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,14980,2969,0.801,6.382
2025-12-25T19:06:43.739211Z,25mbit,10mbit,800kbit,none,,,15440,15118,422,0.801,4.733
2025-12-25T19:06:44.240529Z,25mbit,10mbit,800kbit,none,,,15040,15094,175,0.771,6.479
2025-12-25T19:06:44.738842Z,25mbit,10mbit,800kbit,none,,,13440,14598,-356,0.770,8.502
2025-12-25T19:06:45.240088Z,25mbit,10mbit,800kbit,none,,,15840,14970,-9,0.770,6.595
2025-12-25T19:06:45.738745Z,25mbit,10mbit,800kbit,none,,,13440,14511,-606,0.761,4.484
2025-12-25T19:06:46.239530Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,5920,11934,-3160,0.161,6.786
2025-12-25T19:06:46.838712Z,25mbit,10mbit,800kbit,none,,,22960,15241,643,0.161,5.368
2025-12-25T19:06:47.238788Z,25mbit,10mbit,800kbit,none,,,5920,12445,-2525,0.159,5.936
2025-12-25T19:06:47.738759Z,25mbit,10mbit,800kbit,none,,,22560,15479,968,0.158,5.619
2025-12-25T19:06:48.239050Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15040,15347,3413,0.757,5.728
2025-12-25T19:06:48.738440Z,25mbit,10mbit,800kbit,none,,,13440,14775,-466,0.755,7.113
2025-12-25T19:06:49.238755Z,25mbit,10mbit,800kbit,none,,,5920,12118,-326,0.755,4.606
2025-12-25T19:06:49.739165Z,25mbit,10mbit,800kbit,none,,,22960,15371,-108,0.755,4.199
2025-12-25T19:06:50.238680Z,25mbit,10mbit,800kbit,none,,,14640,15151,-195,0.803,3.498
2025-12-25T19:06:50.738245Z,25mbit,10mbit,800kbit,none,,,15040,15118,342,0.804,6.259
2025-12-25T19:06:51.238991Z,25mbit,10mbit,800kbit,none,,,8480,13126,1007,0.804,4.521
2025-12-25T19:06:51.739033Z,25mbit,10mbit,800kbit,none,,,20000,15188,-182,0.211,2.301
2025-12-25T19:06:52.238262Z,25mbit,10mbit,800kbit,none,,,7920,13008,-2143,0.211,5.130
2025-12-25T19:06:52.738786Z,25mbit,10mbit,800kbit,none,,,21792,15643,525,0.210,8.113
2025-12-25T19:06:53.240405Z,25mbit,10mbit,800kbit,none,,,15840,15702,2575,0.210,4.602
2025-12-25T19:06:53.738846Z,25mbit,10mbit,800kbit,none,,,13440,15023,-165,0.206,3.155
2025-12-25T19:06:54.240128Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,15440,15148,2140,0.170,6.359
2025-12-25T19:06:54.738355Z,25mbit,10mbit,800kbit,none,,,13840,14755,-887,0.176,6.508
2025-12-25T19:06:55.239280Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,5920,12105,-3597,0.181,4.948
2025-12-25T19:06:55.739124Z,25mbit,10mbit,800kbit,none,,,23360,15481,458,0.181,2.134
2025-12-25T19:06:56.238281Z,25mbit,10mbit,800kbit,none,,,7920,13213,-1935,0.184,7.307
2025-12-25T19:06:56.738784Z,25mbit,10mbit,800kbit,none,,,23760,16377,1621,0.177,4.874
2025-12-25T19:06:57.238731Z,25mbit,10mbit,800kbit,none,,,15840,16216,4110,0.165,5.139
2025-12-25T19:06:57.738284Z,25mbit,10mbit,800kbit,none,,,15840,16103,621,0.168,7.106
2025-12-25T19:06:58.241468Z,25mbit,10mbit,800kbit,none,,,7520,13528,315,0.168,4.988
2025-12-25T19:06:58.818673Z,25mbit,10mbit,800kbit,none,,,22560,16237,-139,0.155,4.707
2025-12-25T19:06:59.240067Z,25mbit,10mbit,800kbit,none,,,13440,15398,-817,0.145,5.656
2025-12-25T19:06:59.823585Z,25mbit,10mbit,800kbit,none,,,15440,15410,-692,0.163,6.910
2025-12-25T19:07:00.239281Z,25mbit,10mbit,800kbit,none,,,7920,13163,-364,0.155,5.300
2025-12-25T19:07:00.738372Z,25mbit,10mbit,800kbit,none,,,23760,16342,104,0.164,2.000
2025-12-25T19:07:01.240418Z,25mbit,10mbit,800kbit,none,,,7920,13815,-1582,0.180,5.694
2025-12-25T19:07:01.738987Z,25mbit,10mbit,800kbit,none,,,20960,15959,548,0.201,9.504
2025-12-25T19:07:02.241278Z,25mbit,10mbit,800kbit,none,,,7520,13427,263,0.945,5.572
2025-12-25T19:07:02.738978Z,25mbit,10mbit,800kbit,none,,,24192,16656,314,0.959,2.906
2025-12-25T19:07:03.240296Z,25mbit,10mbit,800kbit,none,,,15040,16171,2355,0.956,7.160
2025-12-25T19:07:03.739111Z,25mbit,10mbit,800kbit,none,,,15840,16072,113,1.009,11.629
2025-12-25T19:07:04.239246Z,25mbit,10mbit,800kbit,none,,,7920,13626,199,1.009,4.156
2025-12-25T19:07:04.738753Z,25mbit,10mbit,800kbit,none,,,22560,16306,-350,0.995,3.068
2025-12-25T19:07:05.239957Z,25mbit,10mbit,800kbit,none,,,15440,16046,-125,0.234,7.574
2025-12-25T19:07:05.738725Z,25mbit,10mbit,800kbit,none,,,15040,15744,-327,0.243,9.487
2025-12-25T19:07:06.240199Z,25mbit,10mbit,800kbit,none,,,15440,15653,2026,0.237,4.914
2025-12-25T19:07:06.739039Z,25mbit,10mbit,800kbit,bump_mmtc,reactive,loss,13440,14989,-1317,0.178,3.472
2025-12-25T19:07:07.238833Z,25mbit,10mbit,800kbit,none,,,15440,15124,-922,0.183,7.941
2025-12-25T19:07:07.738386Z,25mbit,10mbit,800kbit,none,,,15440,15219,-525,0.213,7.794
2025-12-25T19:07:08.240183Z,25mbit,10mbit,800kbit,none,,,15440,15285,-367,0.184,7.589
2025-12-25T19:07:08.738641Z,25mbit,10mbit,800kbit,none,,,15040,15211,222,0.189,3.891
2025-12-25T19:07:09.238869Z,25mbit,10mbit,800kbit,none,,,7920,13024,-2100,0.667,8.541
2025-12-25T19:07:09.828790Z,25mbit,10mbit,800kbit,none,,,23792,16254,1035,0.667,5.582
2025-12-25T19:07:10.238626Z,25mbit,10mbit,800kbit,none,,,13440,15410,124,0.656,7.586
2025-12-25T19:07:10.739102Z,25mbit,10mbit,800kbit,none,,,15040,15299,87,0.639,8.287
